pair_group,flight_id,target,tree_dispersion_rms_standardized,locked_pair_target_nrmse
lon_3211_02_12_ID_5.csv,5,Faero_Z,0.5459683771486012,0.31141910953404756
lon_3211_15_6_ID_4.csv,4,Faero_Z,0.5434400136041685,0.34294976760896617
lon_3211_15_6_ID_5.csv,5,Faero_Z,0.5967817712626308,0.3954049683060021
lon_db_03_12_ID_4.csv,4,Faero_Z,0.4625405275454969,0.31614168744447363
lon_db_03_12_ID_5.csv,5,Faero_Z,0.4886506454136223,0.32121462521271826
lon_db_03_12_ID_6.csv,6,Faero_Z,0.4765907352996146,0.3769593399800659
lon_db_23_6_ID_4.csv,4,Faero_Z,0.47940549963470547,0.3119812885483839
lon_db_23_6_ID_5.csv,5,Faero_Z,0.4604771238915555,0.32332721903154743
lon_db_23_6_ID_6.csv,6,Faero_Z,0.4384465227640361,0.3077940277809702
lat_121_01_15_ID_4.csv,4,Maero_L,0.7386010187309,0.8906940228885556
lat_121_01_15_ID_5.csv,5,Maero_L,0.9406304366903118,0.8689211928670436
lat_121_01_15_ID_6.csv,6,Maero_L,0.8631111566765374,0.8548095745891936
lat_121_05_8_ID_4.csv,4,Maero_L,0.9822076418655407,0.8795179193447252
lat_121_05_8_ID_5.csv,5,Maero_L,1.0277233408618782,0.9006390357121612
lat_121_05_8_ID_6.csv,6,Maero_L,0.9357968612973887,0.9198646853053852
lat_db_01_15_ID_4.csv,4,Maero_L,0.6619981910119324,0.5801414521742363
lat_db_01_15_ID_5.csv,5,Maero_L,0.7450338336388188,0.7837435759927645
lat_db_01_15_ID_6.csv,6,Maero_L,0.7702906154076207,0.6412161569824321
lat_db_06_8_ID_4.csv,4,Maero_L,0.8565149787391441,0.7686372799551887
lat_db_06_8_ID_5.csv,5,Maero_L,1.0026039846689099,0.8518714555796386
lat_db_06_8_ID_6.csv,6,Maero_L,1.0103279553464442,0.7643566270515051
lat_db_30_5_ID_4.csv,4,Maero_L,0.914241478997804,0.7807070220084842
lat_db_30_5_ID_5.csv,5,Maero_L,0.8919586081499589,0.7484674851352804
lon_3211_02_12_ID_4.csv,4,Maero_L,0.5311534157055814,0.42643349776491085
lon_3211_02_12_ID_5.csv,5,Maero_L,0.5804774265304314,0.3909483776300378
lon_3211_15_6_ID_4.csv,4,Maero_L,0.5031594884993452,0.32752229299060714
lon_3211_15_6_ID_5.csv,5,Maero_L,0.6360159116134411,0.3348621910644972
lon_db_03_12_ID_4.csv,4,Maero_L,0.49915725969397634,0.3415825277260211
lon_db_03_12_ID_5.csv,5,Maero_L,0.5421356857378945,0.36223900329842573
lon_db_03_12_ID_6.csv,6,Maero_L,0.5607409337588828,0.4663366200939958
lon_db_23_6_ID_4.csv,4,Maero_L,0.5352726693051264,0.4145648296632899
lon_db_23_6_ID_5.csv,5,Maero_L,0.5418257347378908,0.4357213730791681
lon_db_23_6_ID_6.csv,6,Maero_L,0.5490569695846945,0.4071075779248038
lat_121_01_15_ID_4.csv,4,Maero_M,0.42291127486262464,0.4035983358011461
lat_121_01_15_ID_5.csv,5,Maero_M,0.5204374708273162,0.4234740783646886
lat_121_01_15_ID_6.csv,6,Maero_M,0.5166693657081426,0.48334746044465704
lat_121_05_8_ID_4.csv,4,Maero_M,0.48063190458727856,0.3538510532650571
lat_121_05_8_ID_5.csv,5,Maero_M,0.5299861040522527,0.4582381603515512
lat_121_05_8_ID_6.csv,6,Maero_M,0.4990554116944447,0.43986582175861716
lat_db_01_15_ID_4.csv,4,Maero_M,0.423252063249452,0.372414495309057
lat_db_01_15_ID_5.csv,5,Maero_M,0.5017060758365394,0.44726803383470604
lat_db_01_15_ID_6.csv,6,Maero_M,0.5489446892185404,0.4913089474480569
lat_db_06_8_ID_4.csv,4,Maero_M,0.5219547477310494,0.48726004129523665
lat_db_06_8_ID_5.csv,5,Maero_M,0.5845852673054726,0.6199379024606069
lat_db_06_8_ID_6.csv,6,Maero_M,0.6166688726615336,0.47283265549924147
lat_db_30_5_ID_4.csv,4,Maero_M,0.5791177152423064,0.4645415330884178
lat_db_30_5_ID_5.csv,5,Maero_M,0.5512763472045543,0.4647465244036316
lon_3211_02_12_ID_4.csv,4,Maero_M,1.044731499388469,0.8838567857717935
lon_3211_02_12_ID_5.csv,5,Maero_M,0.9598634217993115,0.6973165264416848
lon_3211_15_6_ID_4.csv,4,Maero_M,0.7670064280375403,0.45371292717890077
lon_3211_15_6_ID_5.csv,5,Maero_M,0.8792213884356036,0.5471334016775615
lon_db_03_12_ID_4.csv,4,Maero_M,0.7109556058426579,0.5245817767885532
lon_db_03_12_ID_5.csv,5,Maero_M,0.7954191439139685,0.6148379071840268
lon_db_03_12_ID_6.csv,6,Maero_M,0.7303260128510379,0.5620456153092784
lon_db_23_6_ID_4.csv,4,Maero_M,0.6891213014940262,0.40744502113783254
lon_db_23_6_ID_5.csv,5,Maero_M,0.6228926332105515,0.40587322524586167
lon_db_23_6_ID_6.csv,6,Maero_M,0.5737173115276892,0.36783137023912194
lat_121_01_15_ID_4.csv,4,Maero_N,0.5970453404459584,0.6192505847213053
lat_121_01_15_ID_5.csv,5,Maero_N,0.737758670171891,0.7028694610630143
lat_121_01_15_ID_6.csv,6,Maero_N,0.6676260598897847,0.6636974885295709
lat_121_05_8_ID_4.csv,4,Maero_N,0.8491387582733366,0.8358044650387249
lat_121_05_8_ID_5.csv,5,Maero_N,0.9097601955706267,0.7723673623565602
lat_121_05_8_ID_6.csv,6,Maero_N,0.7948448444964201,0.6902756070168755
lat_db_01_15_ID_4.csv,4,Maero_N,0.5707171983235737,0.4190033202532564
lat_db_01_15_ID_5.csv,5,Maero_N,0.6567121419328169,0.6170254900799392
lat_db_01_15_ID_6.csv,6,Maero_N,0.6573381659597969,0.5423017766809894
lat_db_06_8_ID_4.csv,4,Maero_N,0.7793973776988811,0.7167908021120546
lat_db_06_8_ID_5.csv,5,Maero_N,0.9412999295570786,0.8964650740124136
lat_db_06_8_ID_6.csv,6,Maero_N,0.886278596877595,0.7317373999584756
lat_db_30_5_ID_4.csv,4,Maero_N,0.7816503399026878,0.6536452479817965
lat_db_30_5_ID_5.csv,5,Maero_N,0.735270049985015,0.635124879076204
lon_3211_02_12_ID_4.csv,4,Maero_N,0.5160240089385103,0.40840480281364616
lon_3211_02_12_ID_5.csv,5,Maero_N,0.5255144145206848,0.3846194462457343
lon_3211_15_6_ID_4.csv,4,Maero_N,0.46449549035222465,0.300435329108809
lon_3211_15_6_ID_5.csv,5,Maero_N,0.5298347144260328,0.37944594781074564
lon_db_03_12_ID_4.csv,4,Maero_N,0.4698863674917718,0.3600064344671157
lon_db_03_12_ID_5.csv,5,Maero_N,0.48514771232828885,0.34454684679300707
lon_db_03_12_ID_6.csv,6,Maero_N,0.5036507315864569,0.34856612833372824
lon_db_23_6_ID_4.csv,4,Maero_N,0.5003375999776288,0.4087525276436464
lon_db_23_6_ID_5.csv,5,Maero_N,0.5139139932902086,0.40752989093683506
lon_db_23_6_ID_6.csv,6,Maero_N,0.5023915381877457,0.3755945312637838
