"Target","PairMacroNRMSE","PairSD","PairMin","PairMax","CI95Low","CI95High","DevelopmentScaleSD"
"Faero_X","0,583069775202577","0,0996203172448157","0,404926867310649","0,940890120751031","0,548011710641127","0,625294518377618","1,25438626323804"
"Faero_Y","0,632457092691348","0,175912797372696","0,407478283548376","0,967145469227623","0,563704848187699","0,701821029379577","1,20048831533648"
"Faero_Z","0,349303586048392","0,0366412386329557","0,295961171934438","0,416640591129671","0,334899063913849","0,363365461562836","12,0238615779377"
"Maero_L","0,630871074034265","0,222366210513609","0,327522292990607","0,919864685305385","0,542765200422955","0,715406049708767","0,549078731604032"
"Maero_M","0,493638316679137","0,118188391443483","0,353851053265057","0,883856785771793","0,451970156884976","0,543257193848772","0,207695979424456"
"Maero_N","0,55059420184576","0,179467724936356","0,300435329108809","0,896465074012414","0,480219818491702","0,621464672268576","0,161922242034412"
