configuration,file_name,source_rows,retained_rows,C_X_body_median,C_X_body_p05,C_X_body_p95,C_Y_body_median,C_Y_body_p05,C_Y_body_p95,C_Z_body_median,C_Z_body_p05,C_Z_body_p95,C_D_drag_median,C_D_drag_p05,C_D_drag_p95,C_Y_wind_median,C_Y_wind_p05,C_Y_wind_p95,C_L_lift_median,C_L_lift_p05,C_L_lift_p95,C_l_roll_median,C_l_roll_p05,C_l_roll_p95,C_m_pitch_median,C_m_pitch_p05,C_m_pitch_p95,C_n_yaw_median,C_n_yaw_p05,C_n_yaw_p95
iced,lat_db_01_15_ID_4.csv,379,375,-0.04018513408466504,-0.04563720946274291,-0.034454195036750276,-0.0005419264264943554,-0.007364664708382139,0.00753194684538408,-0.27387987262890406,-0.3213590379194505,-0.2256068021135904,0.04670764601753157,0.04053194919692346,0.051877007277570886,-0.0013498246854752624,-0.008373346668482422,0.005329530079758577,0.2732596540677078,0.2242872968837458,0.32037461082576435,0.0010723118185682458,-0.0009821408642609964,0.0029211729025029583,5.934997588469526e-05,-0.0023322002046485945,0.0021348969060501675,2.203145181165621e-05,-0.0004775695962703022,0.00042227152251378766
iced,lat_db_01_15_ID_5.csv,311,307,-0.0449217278908097,-0.05284690048198315,-0.03900053219020671,0.0016088926205572553,-0.009619071603876924,0.01108404523501771,-0.28948162957561724,-0.33989069736931543,-0.2384880710308247,0.050082529558356216,0.04069231366136589,0.05847175396869596,0.00033028300133441013,-0.009573198032665537,0.008613658803032973,0.28849801681388015,0.23867329869099355,0.3389764096287074,0.0010328423204244367,-0.0017575440499243682,0.003775592100289126,-1.9447754292132964e-05,-0.002284023536027741,0.002344810576094718,-3.857686546682433e-05,-0.0006768893432014087,0.0007801744994806151
iced,lat_db_01_15_ID_6.csv,427,423,-0.04401836208232275,-0.051387363556423905,-0.03704718997585256,0.001291155389890119,-0.005873559383040097,0.00942978483389973,-0.28818533995034434,-0.34876184423663337,-0.24297789448798598,0.04985417081256475,0.04252535147946735,0.0589258782318964,0.00041925562572576775,-0.006186100031349747,0.007593110789914302,0.28684077596191593,0.24285877155249025,0.3471829426816549,0.00106692820194552,-0.0015231760856125897,0.0034078012904071326,2.484826678983387e-05,-0.002215951316247621,0.002275310052661322,2.9914773661468733e-05,-0.0006428708451959363,0.0006022532247552738
iced,lat_db_06_8_ID_4.csv,453,449,-0.04664803458867631,-0.05451624623688261,-0.038470733480532295,0.0016049425981181805,-0.00908898023685856,0.013626722010280902,-0.28562670428023385,-0.33988254473975765,-0.23500941210376936,0.05225965683687801,0.04406356871635701,0.06409472637819003,0.0007605800921681695,-0.00957228679106348,0.012142336849364865,0.28407340976232576,0.23349139746218298,0.33872026350728873,0.001047440562516016,-0.002529164940551296,0.004969619426539968,5.455826236064974e-05,-0.002338085241325029,0.0024291106543060416,-9.972311704563233e-06,-0.0007961609627657174,0.0006974253244576352
iced,lat_db_06_8_ID_5.csv,271,267,-0.04670466819949593,-0.053559162006525454,-0.038345483643197856,0.001174129395417515,-0.01558041657281142,0.026170546586223274,-0.2922041243534027,-0.35363421178202253,-0.22879408401797222,0.05146673636211985,0.0452036931974243,0.05804169763657627,0.00017419124598270873,-0.015287960294884995,0.023515589141142473,0.2918510158041129,0.22951303329012301,0.3520175738509483,0.001036771783677895,-0.0034682149106662454,0.005531136272713997,-0.0001048611840309413,-0.0027128849326759135,0.002816468997665064,5.02985661219698e-06,-0.0016879805953455024,0.0010192786026891904
iced,lat_db_06_8_ID_6.csv,362,358,-0.046638217322647973,-0.053245657771652646,-0.04097577657314893,1.770208099052173e-05,-0.009459661664110448,0.012029959970493822,-0.28820573454787124,-0.36461933114795947,-0.24164375129192506,0.05239709788782837,0.04559283266710124,0.05976265055355935,-0.0013988433869954833,-0.010209026839779832,0.01042938202004211,0.2869456989633978,0.2412162091263938,0.3640291757443787,0.0010669165054594239,-0.0027312136812407527,0.004842143274043882,-6.17621577586729e-05,-0.0020449987765919597,0.0026768569241362376,7.126000608112935e-06,-0.0011453636050939575,0.000672787176603084
iced,lat_db_30_5_ID_4.csv,609,605,-0.0461347626347176,-0.05401548473787693,-0.03789415543184409,0.0010706478434090515,-0.00885039226588311,0.01289247628202156,-0.29163829217431947,-0.35757728848665105,-0.22264944333246184,0.05218196792536197,0.042593345625493315,0.061974491441748755,-0.0011153567015583176,-0.010457065509309221,0.010101538167639885,0.29082561177890665,0.22157922220471302,0.3561770702233777,0.0010508689891041822,-0.0015506153490114486,0.003726312714992213,5.812135335830852e-05,-0.002776516046431353,0.0026837227590131314,-2.1781285014480828e-05,-0.0007730569642028093,0.0006519161512995766
iced,lat_db_30_5_ID_5.csv,616,612,-0.04214649762063166,-0.05026808362055786,-0.034641560991978265,0.0016950792439979758,-0.00862247917673977,0.012389530140734217,-0.28237188545644554,-0.32937941181242913,-0.21709539994248067,0.04404313469670629,0.035380976111813775,0.05761132842037023,0.0006527155900482905,-0.009210707718957392,0.00978751902451534,0.2822385909748729,0.21744784821302915,0.32955560083497015,0.0009475499121902472,-0.0014750660297568538,0.0036176462269626054,5.544289870896059e-05,-0.0022595233349731085,0.00230155923942796,-3.2667687261204995e-05,-0.0006781878253165312,0.000647061778162076
iced,lon_3211_02_12_ID_4.csv,316,312,-0.043417730974082885,-0.05226070619560441,-0.028996507612919914,-0.00011784892947484154,-0.009210768415052837,0.00727448668995607,-0.26866729653208177,-0.4816985091121432,-0.19147084774703033,0.05053202802773779,0.04565649639447079,0.10827319854364015,-0.0015444785029147048,-0.00931216822959706,0.005281566993243714,0.26749093973937893,0.19080250888055048,0.47813464652864013,0.0012609256838902803,-0.0006592396040997167,0.002926154673402216,-7.115174462881272e-05,-0.0031152714388222864,0.0048534661563123345,-3.0731311390460076e-05,-0.0006222692862235975,0.0005180996151899454
iced,lon_3211_02_12_ID_5.csv,283,279,-0.0437604705738508,-0.04971716848193811,-0.022120686451211933,-0.0014306400913244607,-0.008197933303065322,0.009666538287473337,-0.26677136715245514,-0.4701596892647389,-0.1506458132312711,0.04989916781642037,0.04505808069457926,0.11990885216293036,-0.0031056931767571108,-0.009655935077843975,0.006130240692481197,0.26576932791944125,0.14868938314511324,0.46653541688869843,0.0011360202816836252,-0.0007186889540468852,0.003644851407114469,4.784583366656656e-05,-0.009569840510954884,0.007718990615415489,2.0571040728708275e-06,-0.000797851830961468,0.0005681894344139627
