outer_hold_id,selected_config_id,selected_inner_mean_score,neural_outer_primary_score,seed_primary_score_mean,seed_primary_score_sd,extra_trees_outer_primary_score,relative_improvement_vs_extra_trees,neural_beats_extra_trees
1,MLP_128_128_64_LR_3e-4,0.6804157294319028,0.5927160873472611,0.5966754144042153,0.0018139215465339388,0.5695470839080015,-0.04067969812132709,False
2,MLP_128_64_LR_1e-3,0.6537777677623207,0.5894170388872091,0.5946174100116466,0.005268178437781217,0.5696294651619791,-0.034737623201431866,False
3,MLP_128_128_64_LR_3e-4,0.6812240684082029,0.5612630130839981,0.5653887406914269,0.0008893894809212026,0.5539947153100475,-0.013119796223837242,False
